K 18F 18.2F 18.4F 18.6F 18.8F 19F 19.2F 19.4F 19.6F 19.8F 20F 20.2F 20.4F 20.6F 20.8F 21F 21.2F 21.4F 21.6F 21.8F 22F 22.2F 22.4F 22.6F 22.8F 23F 23.2F 23.4F 23.6F 23.8F 24F 24.2F 24.4F 24.6F 24.8F 25F 25.2F 25.4F 25.6F 25.8F 26F 26.2F 26.4F 26.6F 26.8F 27F 27.2F 
0.801603 0.00572703 0.00615418 0.00662268 0.00713676 0.00770085 0.0083195 0.00899719 0.00973809 0.0105457 0.0114224 0.0123687 0.0133826 0.0144585 0.0155865 0.0167511 0.0179306 0.019097 0.0202168 0.0212522 0.0221646 0.0229175 0.0234813 0.023836 0.0239745 0.0239022 0.0236364 0.0232028 0.0226329 0.0219594 0.0212145 0.0204266 0.0196203 0.018815 0.0180259 0.0172637 0.0165359 0.0158472 0.0151999 0.0145949 0.0140318 0.0135094 0.013026 0.0125797 0.0121681 0.011789 0.0114401 0.0111193 
0.881764 0.00569837 0.00612586 0.00659512 0.00711046 0.00767646 0.00829782 0.0089792 0.00972498 0.0105389 0.0114236 0.0123798 0.0134058 0.0144962 0.015641 0.0168245 0.0180247 0.0192129 0.0203545 0.0214104 0.0223404 0.0231067 0.0236781 0.0240343 0.0241678 0.0240846 0.0238029 0.0233499 0.0227582 0.0220623 0.021295 0.020486 0.0196601 0.0188372 0.0180325 0.0172568 0.0165174 0.0158188 0.0151632 0.0145512 0.0139824 0.0134552 0.0129679 0.0125183 0.012104 0.0117227 0.0113721 0.0110498 
0.961924 0.0056697 0.00609751 0.00656747 0.00708403 0.00765188 0.00827588 0.00896088 0.0097115 0.0105317 0.0114244 0.0123905 0.0134287 0.0145336 0.0156953 0.016898 0.0181193 0.0193298 0.0204936 0.0215705 0.0225185 0.0232983 0.0238777 0.0242353 0.0243636 0.0242692 0.0239711 0.0234981 0.0228843 0.0221654 0.0213755 0.020545 0.0196994 0.0188588 0.0180385 0.0172493 0.0164983 0.0157899 0.0151261 0.0145072 0.0139326 0.0134008 0.0129096 0.0124568 0.01204 0.0116566 0.0113043 0.0109807 
1.04208 0.00564105 0.00606912 0.00653974 0.00705746 0.00762709 0.00825367 0.00894224 0.00969763 0.010524 0.0114246 0.0124008 0.0134511 0.0145706 0.0157494 0.0169716 0.0182143 0.0194474 0.020634 0.0217323 0.0226988 0.0234926 0.0240801 0.0244391 0.024562 0.0244559 0.0241411 0.0236476 0.0230111 0.0222688 0.0214559 0.0206037 0.0197381 0.0188797 0.0180437 0.017241 0.0164785 0.0157604 0.0150884 0.0144628 0.0138826 0.0133462 0.0128513 0.0123954 0.0119761 0.0115907 0.0112368 0.0109118 
1.12224 0.00561239 0.00604069 0.00651192 0.00703074 0.0076021 0.0082312 0.00892328 0.00968336 0.010516 0.0114245 0.0124105 0.0134731 0.0146073 0.0158034 0.0170453 0.0183098 0.0195659 0.0207757 0.0218959 0.0228814 0.0236895 0.0242853 0.0246457 0.024763 0.0246448 0.0243127 0.0237982 0.0231385 0.0223723 0.0215361 0.0206618 0.0197762 0.0188998 0.0180482 0.017232 0.016458 0.0157302 0.0150502 0.014418 0.0138323 0.0132914 0.0127928 0.012334 0.0119122 0.0115249 0.0111694 0.0108433 
1.2024 0.00558374 0.00601222 0.00648401 0.00700388 0.00757691 0.00820847 0.00890397 0.0096687 0.0105074 0.0114238 0.0124197 0.0134945 0.0146436 0.0158571 0.017119 0.0184055 0.0196852 0.0209187 0.0220614 0.0230663 0.023889 0.0244932 0.024855 0.0249665 0.0248359 0.024486 0.02395 0.0232666 0.0224761 0.0216161 0.0207196 0.0198136 0.0189192 0.0180519 0.0172222 0.0164369 0.0156995 0.0150115 0.0143727 0.0137817 0.0132363 0.0127342 0.0122725 0.0118485 0.0114593 0.0111023 0.010775 
1.28257 0.00555509 0.00598371 0.00645602 0.00697687 0.00755151 0.00818546 0.00888432 0.00965363 0.0104984 0.0114226 0.0124285 0.0135155 0.0146794 0.0159105 0.0171926 0.0185016 0.0198052 0.021063 0.0222286 0.0232534 0.0240912 0.024704 0.0250672 0.0251726 0.0250292 0.024661 0.0241028 0.0233952 0.0225799 0.0216958 0.0207768 0.0198504 0.0189379 0.0180548 0.0172117 0.016415 0.0156682 0.0149723 0.014327 0.0137307 0.0131811 0.0126755 0.012211 0.0117847 0.0113938 0.0110354 0.010707 
1.36273 0.00552645 0.00595517 0.00642793 0.00694972 0.00752591 0.00816217 0.00886434 0.00963815 0.0104889 0.0114209 0.0124366 0.013536 0.0147148 0.0159637 0.0172662 0.0185981 0.019926 0.0212085 0.0223976 0.0234428 0.024296 0.0249176 0.0252822 0.0253813 0.0252247 0.0248377 0.0242568 0.0235244 0.0226839 0.0217753 0.0208334 0.0198864 0.0189557 0.0180569 0.0172004 0.0163924 0.0156362 0.0149326 0.014281 0.0136795 0.0131256 0.0126167 0.0121495 0.0117211 0.0113284 0.0109687 0.0106393 
1.44289 0.0054978 0.00592658 0.00639975 0.00692242 0.00750009 0.00813861 0.008844 0.00962225 0.0104789 0.0114186 0.0124442 0.0135559 0.0147498 0.0160165 0.0173398 0.0186947 0.0200475 0.0213552 0.0225684 0.0236344 0.0245034 0.0251341 0.0255 0.0255926 0.0254223 0.0250159 0.0244118 0.0236542 0.0227879 0.0218545 0.0208895 0.0199217 0.0189728 0.0180582 0.0171883 0.0163691 0.0156036 0.0148923 0.0142344 0.0136279 0.01307 0.0125577 0.012088 0.0116575 0.0112632 0.0109023 0.0105718 
1.52305 0.00546916 0.00589795 0.00637148 0.00689498 0.00747407 0.00811477 0.00882331 0.00960593 0.0104685 0.0114158 0.0124513 0.0135753 0.0147843 0.0160691 0.0174132 0.0187917 0.0201696 0.0215032 0.0227409 0.0238284 0.0247135 0.0253535 0.0257206 0.0258064 0.0256221 0.0251958 0.0245679 0.0237844 0.0228919 0.0219332 0.020945 0.0199562 0.0189889 0.0180586 0.0171754 0.016345 0.0155703 0.0148515 0.0141875 0.013576 0.0130141 0.0124987 0.0120264 0.011594 0.0111982 0.010836 0.0105047 
1.60321 0.00544053 0.00586928 0.00634313 0.00686739 0.00744784 0.00809065 0.00880227 0.00958918 0.0104575 0.0114125 0.0124577 0.0135941 0.0148182 0.0161212 0.0174865 0.0188888 0.0202925 0.0216523 0.0229152 0.0240246 0.0249263 0.0255757 0.0259441 0.0260229 0.025824 0.0253773 0.0247249 0.023915 0.0229958 0.0220116 0.0209998 0.0199899 0.0190042 0.0180582 0.0171616 0.0163202 0.0155364 0.0148102 0.0141401 0.0135238 0.012958 0.0124395 0.0119648 0.0115305 0.0111332 0.01077 0.0104378 
1.68337 0.00541189 0.00584057 0.00631468 0.00683966 0.0074214 0.00806626 0.00878088 0.009572 0.010446 0.0114086 0.0124636 0.0136122 0.0148516 0.0161729 0.0175597 0.0189861 0.020416 0.0218026 0.0230913 0.0242231 0.0251418 0.0258009 0.0261705 0.026242 0.0260281 0.0255604 0.0248829 0.024046 0.0230997 0.0220896 0.0210539 0.0200228 0.0190187 0.0180568 0.0171471 0.0162947 0.0155018 0.0147683 0.0140923 0.0134712 0.0129017 0.0123803 0.0119032 0.0114671 0.0110684 0.0107041 0.0103711 
1.76353 0.00538326 0.00581182 0.00628615 0.00681178 0.00739475 0.00804158 0.00875913 0.00955438 0.0104341 0.0114041 0.0124688 0.0136298 0.0148844 0.0162242 0.0176326 0.0190836 0.02054 0.0219541 0.023269 0.0244239 0.02536 0.0260289 0.0263998 0.0264637 0.0262343 0.025745 0.0250419 0.0241774 0.0232035 0.0221671 0.0211073 0.0200548 0.0190322 0.0180546 0.0171316 0.0162684 0.0154666 0.0147259 0.0140441 0.0134184 0.0128452 0.0123209 0.0118416 0.0114037 0.0110038 0.0106385 0.0103048 
1.84369 0.00535464 0.00578304 0.00625754 0.00678376 0.00736789 0.00801662 0.00873702 0.00953633 0.0104216 0.011399 0.0124734 0.0136467 0.0149167 0.016275 0.0177053 0.0191812 0.0206647 0.0221067 0.0234486 0.024627 0.0255809 0.02626 0.026632 0.026688 0.0264427 0.0259311 0.0252018 0.0243091 0.0233071 0.022244 0.0211599 0.020086 0.0190447 0.0180514 0.0171154 0.0162413 0.0154308 0.0146829 0.0139955 0.0133652 0.0127885 0.0122614 0.01178 0.0113405 0.0109393 0.0105731 0.0102387 
1.92385 0.00532602 0.00575422 0.00622883 0.00675559 0.00734082 0.00799138 0.00871455 0.00951783 0.0104086 0.0113934 0.0124774 0.013663 0.0149483 0.0163254 0.0177778 0.0192788 0.0207899 0.0222604 0.0236298 0.0248324 0.0258046 0.026494 0.0268671 0.0269149 0.0266532 0.0261188 0.0253625 0.0244412 0.0234106 0.0223204 0.0212118 0.0201162 0.0190563 0.0180473 0.0170982 0.0162135 0.0153942 0.0146394 0.0139464 0.0133118 0.0127316 0.0122018 0.0117183 0.0112773 0.0108749 0.0105079 0.0101729 
2.00401 0.00529741 0.00572537 0.00620005 0.00672729 0.00731355 0.00796587 0.00869173 0.00949889 0.010395 0.0113871 0.0124807 0.0136786 0.0149794 0.0163752 0.01785 0.0193766 0.0209156 0.0224152 0.0238127 0.02504 0.026031 0.0267309 0.0271052 0.0271446 0.0268659 0.026308 0.0255241 0.0245734 0.0235138 0.0223962 0.0212628 0.0201454 0.0190669 0.0180422 0.0170802 0.0161848 0.015357 0.0145954 0.0138969 0.013258 0.0126745 0.0121421 0.0116567 0.0112141 0.0108107 0.0104429 0.0101074 
2.08417 0.00526881 0.00569648 0.00617118 0.00669884 0.00728608 0.00794007 0.00866854 0.00947951 0.010381 0.0113803 0.0124834 0.0136935 0.0150097 0.0164245 0.0179218 0.0194743 0.0210419 0.0225711 0.0239974 0.02525 0.0262602 0.0269709 0.0273463 0.0273768 0.0270807 0.0264986 0.0256865 0.0247059 0.0236167 0.0224714 0.0213129 0.0201737 0.0190765 0.0180362 0.0170613 0.0161554 0.0153192 0.0145508 0.013847 0.0132039 0.0126172 0.0120823 0.011595 0.0111511 0.0107466 0.0103781 0.0100421 
2.16433 0.00524021 0.00566756 0.00614223 0.00667026 0.0072584 0.007914 0.008645 0.00945968 0.0103664 0.0113728 0.0124853 0.0137077 0.0150394 0.0164732 0.0179933 0.019572 0.0211686 0.022728 0.0241837 0.0254623 0.0264921 0.027214 0.0275903 0.0276118 0.0272976 0.0266908 0.0258497 0.0248386 0.0237193 0.0225459 0.0213622 0.020201 0.0190851 0.0180292 0.0170415 0.0161252 0.0152807 0.0145056 0.0137967 0.0131495 0.0125597 0.0120224 0.0115333 0.0110881 0.0106827 0.0103135 0.00997708 
2.24449 0.00521163 0.00563861 0.0061132 0.00664154 0.00723051 0.00788765 0.00862109 0.0094394 0.0103512 0.0113647 0.0124866 0.0137212 0.0150684 0.0165214 0.0180644 0.0196697 0.0212957 0.022886 0.0243718 0.0256769 0.0267269 0.02746 0.0278374 0.0278494 0.0275166 0.0268843 0.0260137 0.0249714 0.0238215 0.0226197 0.0214106 0.0202272 0.0190927 0.0180212 0.0170208 0.0160943 0.0152415 0.01446 0.0137459 0.0130949 0.012502 0.0119625 0.0114717 0.0110252 0.0106189 0.0102491 0.00991234 
2.32465 0.00518305 0.00560963 0.00608409 0.00661269 0.00720243 0.00786102 0.00859683 0.00941867 0.0103355 0.011356 0.0124872 0.013734 0.0150966 0.0165689 0.0181351 0.0197673 0.0214232 0.023045 0.0245615 0.0258938 0.0269645 0.0277092 0.0280874 0.0280896 0.0277377 0.0270793 0.0261783 0.0251043 0.0239233 0.0226928 0.0214579 0.0202525 0.0190992 0.0180122 0.0169991 0.0160625 0.0152016 0.0144138 0.0136948 0.0130399 0.0124441 0.0119024 0.01141 0.0109623 0.0105553 0.0101849 0.00984787 
2.40481 0.00515449 0.00558063 0.00605491 0.00658371 0.00717415 0.00783413 0.00857221 0.0093975 0.0103193 0.0113466 0.0124871 0.013746 0.0151242 0.0166158 0.0182053 0.0198648 0.0215511 0.0232049 0.0247528 0.026113 0.0272049 0.0279614 0.0283405 0.0283326 0.0279609 0.0272757 0.0263437 0.0252372 0.0240248 0.022765 0.0215043 0.0202766 0.0191046 0.0180022 0.0169766 0.0160299 0.0151611 0.014367 0.0136432 0.0129846 0.012386 0.0118422 0.0113483 0.0108996 0.0104918 0.010121 0.00978367 
2.48497 0.00512595 0.0055516 0.00602566 0.0065546 0.00714568 0.00780696 0.00854723 0.00937588 0.0103025 0.0113366 0.0124862 0.0137572 0.0151509 0.0166619 0.0182751 0.0199622 0.0216793 0.0233658 0.0249458 0.0263346 0.0274482 0.0282168 0.0285967 0.0285783 0.0281863 0.0274734 0.0265096 0.0253702 0.0241257 0.0228365 0.0215497 0.0202996 0.0191089 0.0179912 0.0169532 0.0159966 0.01512 0.0143198 0.0135912 0.0129291 0.0123278 0.011782 0.0112866 0.0108369 0.0104285 0.0100573 0.00971973 
2.56513 0.00509742 0.00552254 0.00599633 0.00652536 0.00711701 0.00777952 0.0085219 0.00935381 0.0102852 0.011326 0.0124847 0.0137677 0.0151769 0.0167074 0.0183444 0.0200594 0.0218079 0.0235277 0.0251405 0.0265584 0.0276943 0.0284753 0.028856 0.0288267 0.0284137 0.0276725 0.0266762 0.0255031 0.0242261 0.0229071 0.0215941 0.0203216 0.0191122 0.0179792 0.0169288 0.0159624 0.0150781 0.014272 0.0135389 0.0128732 0.0122693 0.0117217 0.011225 0.0107743 0.0103653 0.00999375 0.00965607 
2.64529 0.0050689 0.00549347 0.00596694 0.006496 0.00708816 0.00775182 0.00849622 0.00933129 0.0102674 0.0113147 0.0124824 0.0137774 0.0152021 0.0167522 0.0184131 0.0201564 0.0219367 0.0236904 0.0253368 0.0267846 0.0279433 0.028737 0.0291184 0.0290778 0.0286432 0.0278729 0.0268434 0.0256359 0.0243259 0.0229768 0.0216374 0.0203423 0.0191143 0.0179661 0.0169035 0.0159275 0.0150357 0.0142237 0.0134861 0.0128171 0.0122108 0.0116613 0.0111633 0.0107119 0.0103023 0.00993045 0.00959267 
2.72545 0.00504041 0.00546438 0.00593749 0.00646651 0.00705911 0.00772385 0.00847018 0.00930832 0.010249 0.0113027 0.0124794 0.0137862 0.0152265 0.0167962 0.0184812 0.0202531 0.0220658 0.023854 0.0255347 0.0270132 0.0281952 0.0290018 0.0293839 0.0293317 0.0288747 0.0280746 0.0270112 0.0257687 0.0244252 0.0230456 0.0216795 0.020362 0.0191153 0.0179519 0.0168773 0.0158918 0.0149925 0.0141748 0.013433 0.0127607 0.012152 0.0116009 0.0111017 0.0106495 0.0102394 0.00986737 0.00952954 
2.80561 0.00501194 0.00543527 0.00590797 0.00643691 0.00702989 0.00769563 0.0084438 0.00928491 0.01023 0.0112901 0.0124756 0.0137943 0.01525 0.0168395 0.0185488 0.0203495 0.0221951 0.0240185 0.0257342 0.0272441 0.0284501 0.0292699 0.0296526 0.0295882 0.0291084 0.0282776 0.0271794 0.0259013 0.0245238 0.0231134 0.0217206 0.0203804 0.0191151 0.0179367 0.0168501 0.0158552 0.0149487 0.0141255 0.0133794 0.0127041 0.0120931 0.0115403 0.0110401 0.0105872 0.0101767 0.00980451 0.00946669 
2.88577 0.00498349 0.00540614 0.00587839 0.0064072 0.00700048 0.00766714 0.00841708 0.00926106 0.0102105 0.0112769 0.012471 0.0138015 0.0152727 0.0168819 0.0186157 0.0204457 0.0223246 0.0241839 0.0259353 0.0274773 0.0287078 0.0295412 0.0299245 0.0298476 0.0293441 0.0284819 0.0273481 0.0260337 0.0246217 0.0231802 0.0217604 0.0203977 0.0191138 0.0179205 0.0168221 0.0158179 0.0149043 0.0140756 0.0133255 0.0126472 0.012034 0.0114798 0.0109785 0.010525 0.0101142 0.00974187 0.0094041 
2.96593 0.00495507 0.00537701 0.00584875 0.00637737 0.0069709 0.00763841 0.00839001 0.00923677 0.0101904 0.011263 0.0124657 0.0138079 0.0152945 0.0169236 0.018682 0.0205415 0.0224542 0.02435 0.0261379 0.0277128 0.0289686 0.0298158 0.0301995 0.0301097 0.0295819 0.0286874 0.0275172 0.0261659 0.0247189 0.023246 0.0217991 0.0204137 0.0191113 0.0179032 0.0167931 0.0157798 0.0148592 0.0140253 0.0132712 0.01259 0.0119748 0.0114191 0.010917 0.0104629 0.0100518 0.00967945 0.00934178 
3.04609 0.00492668 0.00534786 0.00581906 0.00634744 0.00694114 0.00760943 0.00836261 0.00921204 0.0101699 0.0112484 0.0124597 0.0138134 0.0153155 0.0169643 0.0187476 0.020637 0.0225839 0.0245169 0.0263422 0.0279507 0.0292323 0.0300937 0.0304778 0.0303745 0.0298217 0.0288941 0.0276868 0.0262978 0.0248153 0.0233107 0.0218366 0.0204285 0.0191076 0.0178848 0.0167631 0.015741 0.0148135 0.0139745 0.0132166 0.0125326 0.0119155 0.0113585 0.0108555 0.0104009 0.00998963 0.00961726 0.00927974 
3.12625 0.00489831 0.00531871 0.00578932 0.0063174 0.00691122 0.0075802 0.00833487 0.00918688 0.0101487 0.0112332 0.0124529 0.0138181 0.0153355 0.0170043 0.0188125 0.020732 0.0227138 0.0246846 0.0265479 0.028191 0.0294989 0.0303749 0.0307593 0.0306421 0.0300635 0.0291019 0.0278566 0.0264294 0.0249109 0.0233743 0.0218729 0.020442 0.0191028 0.0178653 0.0167323 0.0157013 0.0147672 0.0139231 0.0131616 0.012475 0.011856 0.0112978 0.010794 0.010339 0.00992761 0.00955529 0.00921797 
3.20641 0.00486998 0.00528955 0.00575954 0.00628726 0.00688113 0.00755072 0.00830681 0.00916129 0.010127 0.0112174 0.0124453 0.0138219 0.0153546 0.0170433 0.0188766 0.0208266 0.0228436 0.024853 0.0267553 0.0284336 0.0297686 0.0306595 0.0310441 0.0309126 0.0303073 0.0293109 0.0280268 0.0265606 0.0250057 0.0234368 0.0219078 0.0204543 0.0190968 0.0178448 0.0167005 0.0156609 0.0147203 0.0138713 0.0131063 0.0124171 0.0117964 0.011237 0.0107326 0.0102772 0.00986576 0.00949355 0.00915648 
3.28657 0.00484167 0.0052604 0.0057297 0.00625702 0.00685088 0.00752102 0.00827841 0.00913526 0.0101048 0.0112008 0.0124369 0.0138249 0.0153728 0.0170814 0.0189399 0.0209207 0.0229735 0.0250221 0.0269641 0.0286785 0.0300414 0.0309474 0.0313322 0.0311858 0.0305532 0.0295211 0.0281973 0.0266914 0.0250996 0.0234981 0.0219416 0.0204653 0.0190895 0.0178232 0.0166678 0.0156197 0.0146727 0.0138191 0.0130506 0.012359 0.0117367 0.0111762 0.0106712 0.0102156 0.00980409 0.00943205 0.00909526 
3.36673 0.00481341 0.00523124 0.00569983 0.00622669 0.00682047 0.00749108 0.0082497 0.00910882 0.010082 0.0111836 0.0124277 0.013827 0.01539 0.0171186 0.0190025 0.0210143 0.0231034 0.0251919 0.0271744 0.0289259 0.0303172 0.0312387 0.0316236 0.0314618 0.0308011 0.0297323 0.028368 0.0268218 0.0251926 0.0235583 0.021974 0.020475 0.0190811 0.0178005 0.0166341 0.0155777 0.0146245 0.0137663 0.0129945 0.0123007 0.0116768 0.0111154 0.0106099 0.010154 0.0097426 0.00937077 0.00903431 
3.44689 0.00478518 0.00520209 0.00566991 0.00619627 0.00678991 0.00746091 0.00822066 0.00908195 0.0100587 0.0111658 0.0124178 0.0138281 0.0154063 0.0171548 0.0190642 0.0211073 0.0232332 0.0253623 0.0273863 0.0291755 0.030596 0.0315335 0.0319183 0.0317406 0.0310509 0.0299446 0.028539 0.0269516 0.0252846 0.0236172 0.022005 0.0204834 0.0190714 0.0177768 0.0165996 0.015535 0.0145757 0.0137131 0.0129382 0.0122422 0.0116169 0.0110546 0.0105486 0.0100926 0.0096813 0.00930972 0.00897365 
3.52705 0.00475699 0.00517294 0.00563997 0.00616576 0.0067592 0.00743051 0.00819132 0.00905466 0.0100349 0.0111473 0.0124071 0.0138284 0.0154216 0.0171901 0.0191251 0.0211998 0.0233629 0.0255333 0.0275996 0.0294276 0.030878 0.0318317 0.0322164 0.0320223 0.0313028 0.0301579 0.02871 0.027081 0.0253756 0.0236748 0.0220347 0.0204904 0.0190605 0.017752 0.0165641 0.0154916 0.0145264 0.0136595 0.0128815 0.0121835 0.0115568 0.0109938 0.0104874 0.0100314 0.00962018 0.00924892 0.00891326 
3.60721 0.00472884 0.0051438 0.00560999 0.00613517 0.00672835 0.0073999 0.00816166 0.00902697 0.0100105 0.0111281 0.0123956 0.0138278 0.015436 0.0172243 0.019185 0.0212917 0.0234925 0.0257049 0.0278143 0.029682 0.031163 0.0321335 0.0325179 0.0323068 0.0315566 0.0303722 0.0288812 0.0272098 0.0254656 0.0237312 0.0220631 0.0204962 0.0190484 0.0177261 0.0165277 0.0154474 0.0144764 0.0136054 0.0128246 0.0121246 0.0114967 0.0109329 0.0104263 0.00997024 0.00955925 0.00918835 0.00885315 
3.68737 0.00470074 0.00511468 0.00557998 0.0061045 0.00669735 0.00736907 0.00813171 0.00899887 0.00998565 0.0111083 0.0123833 0.0138262 0.0154493 0.0172576 0.0192441 0.0213829 0.0236219 0.025877 0.0280305 0.0299387 0.0314512 0.0324387 0.0328228 0.0325942 0.0318124 0.0305875 0.0290525 0.0273379 0.0255545 0.0237862 0.02209 0.0205005 0.0190351 0.0176991 0.0164905 0.0154024 0.0144259 0.0135509 0.0127673 0.0120655 0.0114364 0.0108721 0.0103652 0.00990924 0.00949852 0.00912801 0.00879332 
