K 21F 21.1F 21.2F 21.3F 21.4F 21.5F 21.6F 21.7F 21.8F 21.9F 22F 22.1F 22.2F 22.3F 22.4F 22.5F 22.6F 22.7F 22.8F 22.9F 
4.56914 0.0223339 0.0236613 0.0250243 0.0264089 0.0277974 0.0291686 0.0304978 0.0317577 0.0329194 0.0339539 0.0348337 0.0355346 0.0360378 0.0363311 0.0364101 0.0362778 0.0359451 0.0354288 0.0347507 0.0339357 
4.6493 0.0224147 0.0237629 0.0251489 0.0265584 0.0279735 0.0293724 0.0307296 0.032017 0.0332046 0.0342622 0.035161 0.0358761 0.0363878 0.0366833 0.0367581 0.0366156 0.0362672 0.0357307 0.0350288 0.0341875 
4.72946 0.0224945 0.0238636 0.0252728 0.0267076 0.0281497 0.0295768 0.0309626 0.0322781 0.0334921 0.0345733 0.0354918 0.0362214 0.0367417 0.0370395 0.0371099 0.0369569 0.0365923 0.0360349 0.0353086 0.0344404 
4.80962 0.0225732 0.0239633 0.025396 0.0268564 0.028326 0.0297817 0.0311967 0.0325409 0.033782 0.0348874 0.035826 0.0365705 0.0370996 0.0373996 0.0374656 0.0373016 0.0369203 0.0363415 0.0355901 0.0346944 
4.88978 0.0226507 0.0240621 0.0255185 0.0270049 0.0285023 0.0299872 0.0314319 0.0328054 0.0340742 0.0352044 0.0361637 0.0369235 0.0374616 0.0377638 0.037825 0.0376498 0.0372513 0.0366504 0.0358733 0.0349494 
4.96994 0.022727 0.0241599 0.0256402 0.0271529 0.0286785 0.0301931 0.0316682 0.0330716 0.0343688 0.0355244 0.0365048 0.0372803 0.0378276 0.038132 0.0381884 0.0380014 0.0375853 0.0369617 0.0361581 0.0352055 
5.0501 0.0228022 0.0242566 0.0257611 0.0273004 0.0288547 0.0303995 0.0319055 0.0333395 0.0346657 0.0358474 0.0368494 0.0376409 0.0381977 0.0385044 0.0385556 0.0383566 0.0379222 0.0372753 0.0364447 0.0354624 
5.13026 0.0228761 0.0243523 0.0258811 0.0274473 0.0290308 0.0306063 0.0321439 0.0336091 0.0349649 0.0361733 0.0371975 0.0380055 0.038572 0.0388809 0.0389268 0.0387153 0.0382621 0.0375912 0.0367328 0.0357204 
5.21042 0.0229487 0.0244468 0.0260003 0.0275937 0.0292067 0.0308135 0.0323832 0.0338803 0.0352665 0.0365022 0.0375492 0.0383741 0.0389504 0.0392615 0.039302 0.0390776 0.038605 0.0379095 0.0370225 0.0359792 
5.29058 0.0230201 0.0245401 0.0261185 0.0277395 0.0293825 0.031021 0.0326234 0.0341532 0.0355704 0.036834 0.0379045 0.0387466 0.039333 0.0396464 0.0396811 0.0394434 0.0389509 0.03823 0.0373138 0.0362388 
5.37074 0.0230901 0.0246323 0.0262357 0.0278847 0.029558 0.0312289 0.0328646 0.0344276 0.0358766 0.0371689 0.0382633 0.0391232 0.0397199 0.0400356 0.0400643 0.0398128 0.0392997 0.0385528 0.0376067 0.0364993 
5.4509 0.0231588 0.0247233 0.026352 0.0280291 0.0297332 0.0314369 0.0331067 0.0347037 0.0361852 0.0375068 0.0386257 0.0395038 0.0401111 0.040429 0.0404515 0.0401859 0.0396516 0.0388779 0.037901 0.0367605 
5.53106 0.0232261 0.024813 0.0264672 0.0281728 0.0299082 0.0316452 0.0333496 0.0349813 0.036496 0.0378477 0.0389918 0.0398885 0.0405067 0.0408268 0.0408428 0.0405625 0.0400064 0.0392053 0.0381969 0.0370225 
5.61122 0.023292 0.0249014 0.0265813 0.0283157 0.0300827 0.0318537 0.0335933 0.0352604 0.0368091 0.0381916 0.0393615 0.0402773 0.0409066 0.0412289 0.0412383 0.0409428 0.0403643 0.0395349 0.0384942 0.0372852 
5.69138 0.0233565 0.0249885 0.0266943 0.0284578 0.0302569 0.0320623 0.0338379 0.035541 0.0371245 0.0385386 0.0397349 0.0406703 0.0413109 0.0416355 0.0416379 0.0413268 0.0407251 0.0398667 0.0387929 0.0375485 
5.77154 0.0234195 0.0250742 0.0268061 0.0285991 0.0304306 0.032271 0.0340831 0.0358232 0.0374421 0.0388886 0.040112 0.0410675 0.0417197 0.0420465 0.0420417 0.0417145 0.041089 0.0402008 0.039093 0.0378125 
5.8517 0.023481 0.0251586 0.0269167 0.0287394 0.0306038 0.0324797 0.0343291 0.0361068 0.0377621 0.0392416 0.0404928 0.0414689 0.0421329 0.0424621 0.0424497 0.0421058 0.0414559 0.040537 0.0393945 0.038077 
5.93186 0.0235411 0.0252415 0.0270261 0.0288788 0.0307765 0.0326885 0.0345757 0.0363918 0.0380843 0.0395976 0.0408774 0.0418746 0.0425508 0.0428822 0.0428619 0.0425009 0.0418257 0.0408755 0.0396973 0.038342 
6.01202 0.0235995 0.025323 0.0271342 0.0290171 0.0309486 0.0328972 0.034823 0.0366782 0.0384087 0.0399567 0.0412657 0.0422846 0.0429732 0.0433068 0.0432785 0.0428997 0.0421986 0.041216 0.0400014 0.0386075 
6.09218 0.0236565 0.025403 0.027241 0.0291545 0.0311201 0.0331058 0.0350709 0.0369661 0.0387353 0.0403189 0.0416578 0.0426989 0.0434003 0.0437361 0.0436994 0.0433023 0.0425745 0.0415588 0.0403068 0.0388734 
6.17234 0.0237118 0.0254815 0.0273464 0.0292907 0.0312909 0.0333143 0.0353193 0.0372552 0.0390642 0.0406841 0.0420538 0.0431176 0.043832 0.0441701 0.0441247 0.0437087 0.0429533 0.0419036 0.0406134 0.0391397 
6.25251 0.0237656 0.0255584 0.0274504 0.0294259 0.0314609 0.0335226 0.0355683 0.0375457 0.0393952 0.0410524 0.0424535 0.0435407 0.0442685 0.0446088 0.0445543 0.0441189 0.0433352 0.0422506 0.0409211 0.0394064 
6.33267 0.0238177 0.0256337 0.027553 0.0295598 0.0316302 0.0337307 0.0358177 0.0378375 0.0397284 0.0414238 0.0428572 0.0439683 0.0447097 0.0450522 0.0449884 0.0445329 0.0437201 0.0425996 0.0412301 0.0396733 
6.41283 0.0238682 0.0257075 0.0276541 0.0296926 0.0317987 0.0339385 0.0360675 0.0381305 0.0400638 0.0417982 0.0432647 0.0444003 0.0451557 0.0455005 0.0454269 0.0449507 0.0441079 0.0429507 0.0415401 0.0399404 
6.49299 0.023917 0.0257796 0.0277537 0.029824 0.0319663 0.0341461 0.0363177 0.0384248 0.0404013 0.0421757 0.0436761 0.0448369 0.0456067 0.0459536 0.04587 0.0453723 0.0444988 0.0433038 0.0418512 0.0402077 
6.57315 0.0239641 0.0258501 0.0278518 0.0299542 0.032133 0.0343532 0.0365683 0.0387203 0.040741 0.0425563 0.0440914 0.0452781 0.0460625 0.0464116 0.0463176 0.0457979 0.0448926 0.0436589 0.0421633 0.0404752 
6.65331 0.0240096 0.0259188 0.0279483 0.0300831 0.0322987 0.0345599 0.0368192 0.0390169 0.0410828 0.04294 0.0445107 0.0457238 0.0465233 0.0468746 0.0467697 0.0462273 0.0452894 0.0440159 0.0424763 0.0407427 
6.73347 0.0240533 0.0259859 0.0280432 0.0302105 0.0324634 0.0347662 0.0370703 0.0393146 0.0414267 0.0433267 0.0449339 0.0461743 0.0469891 0.0473426 0.0472265 0.0466606 0.0456892 0.044375 0.0427904 0.0410103 
6.81363 0.0240952 0.0260512 0.0281365 0.0303366 0.0326271 0.0349719 0.0373216 0.0396134 0.0417726 0.0437165 0.0453612 0.0466294 0.0474599 0.0478156 0.0476879 0.0470978 0.046092 0.0447359 0.0431053 0.0412778 
6.89379 0.0241354 0.0261148 0.028228 0.0304611 0.0327896 0.0351771 0.0375731 0.0399133 0.0421206 0.0441094 0.0457924 0.0470892 0.0479359 0.0482937 0.048154 0.047539 0.0464977 0.0450988 0.043421 0.0415452 
6.97395 0.0241738 0.0261765 0.0283179 0.0305842 0.032951 0.0353816 0.0378247 0.0402142 0.0424706 0.0445054 0.0462277 0.0475538 0.048417 0.0487769 0.0486248 0.0479841 0.0469064 0.0454635 0.0437376 0.0418125 
7.05411 0.0242105 0.0262365 0.028406 0.0307056 0.0331112 0.0355855 0.0380763 0.040516 0.0428226 0.0449045 0.0466671 0.0480232 0.0489033 0.0492653 0.0491003 0.0484332 0.0473181 0.0458301 0.0440549 0.0420795 
7.13427 0.0242453 0.0262946 0.0284923 0.0308255 0.0332702 0.0357887 0.038328 0.0408188 0.0431766 0.0453066 0.0471105 0.0484974 0.0493949 0.049759 0.0495807 0.0488862 0.0477326 0.0461984 0.0443729 0.0423463 
7.21443 0.0242783 0.0263508 0.0285769 0.0309438 0.0334278 0.0359911 0.0385796 0.0411224 0.0435326 0.0457118 0.047558 0.0489765 0.0498918 0.0502579 0.0500658 0.0493433 0.0481501 0.0465685 0.0446916 0.0426128 
7.29459 0.0243095 0.0264052 0.0286596 0.0310604 0.0335841 0.0361926 0.0388311 0.0414269 0.0438905 0.04612 0.0480096 0.0494606 0.050394 0.0507622 0.0505558 0.0498043 0.0485705 0.0469404 0.0450109 0.042879 
7.37475 0.0243388 0.0264577 0.0287404 0.0311753 0.033739 0.0363933 0.0390825 0.0417322 0.0442503 0.0465313 0.0484654 0.0499496 0.0509017 0.0512719 0.0510508 0.0502694 0.0489938 0.0473139 0.0453307 0.0431446 
7.45491 0.0243663 0.0265082 0.0288193 0.0312884 0.0338924 0.036593 0.0393337 0.0420383 0.0446119 0.0469457 0.0489253 0.0504437 0.0514148 0.0517871 0.0515506 0.0507385 0.04942 0.0476891 0.045651 0.0434098 
7.53507 0.0243919 0.0265568 0.0288962 0.0313997 0.0340444 0.0367918 0.0395846 0.042345 0.0449754 0.0473631 0.0493895 0.0509428 0.0519335 0.0523077 0.0520555 0.0512117 0.0498491 0.0480659 0.0459718 0.0436744 
7.61523 0.0244157 0.0266035 0.0289713 0.0315092 0.0341948 0.0369895 0.0398353 0.0426525 0.0453408 0.0477836 0.0498578 0.0514469 0.0524577 0.0528339 0.0525653 0.0516889 0.050281 0.0484443 0.0462929 0.0439385 
7.69539 0.0244375 0.0266481 0.0290443 0.0316168 0.0343436 0.0371861 0.0400855 0.0429605 0.0457079 0.0482071 0.0503303 0.0519563 0.0529876 0.0533656 0.0530802 0.0521702 0.0507157 0.0488243 0.0466144 0.0442018 
7.77555 0.0244575 0.0266908 0.0291153 0.0317225 0.0344908 0.0373816 0.0403354 0.0432691 0.0460767 0.0486336 0.0508071 0.0524708 0.0535232 0.0539031 0.0536002 0.0526555 0.0511533 0.0492057 0.0469362 0.0444643 
7.85571 0.0244756 0.0267315 0.0291843 0.0318262 0.0346363 0.0375759 0.0405848 0.0435782 0.0464473 0.0490632 0.0512881 0.0529905 0.0540645 0.0544462 0.0541253 0.053145 0.0515937 0.0495886 0.0472582 0.0447261 
7.93587 0.0244918 0.0267701 0.0292512 0.031928 0.03478 0.0377689 0.0408336 0.0438878 0.0468195 0.0494958 0.0517734 0.0535155 0.0546116 0.0549951 0.0546555 0.0536386 0.0520369 0.049973 0.0475803 0.044987 
8.01603 0.0245061 0.0268068 0.029316 0.0320277 0.034922 0.0379606 0.0410819 0.0441978 0.0471934 0.0499313 0.0522629 0.0540459 0.0551646 0.0555499 0.055191 0.0541363 0.0524828 0.0503586 0.0479025 0.0452469 
8.09619 0.0245185 0.0268413 0.0293787 0.0321254 0.0350622 0.0381509 0.0413295 0.0445082 0.0475689 0.0503699 0.0527568 0.0545815 0.0557235 0.0561105 0.0557317 0.0546381 0.0529315 0.0507457 0.0482248 0.0455059 
8.17635 0.0245289 0.0268738 0.0294393 0.032221 0.0352004 0.0383398 0.0415764 0.0448189 0.047946 0.0508114 0.0532551 0.0551226 0.0562883 0.0566771 0.0562777 0.055144 0.0533829 0.0511339 0.048547 0.0457637 
8.25651 0.0245375 0.0269043 0.0294977 0.0323145 0.0353368 0.0385272 0.0418226 0.0451298 0.0483246 0.0512559 0.0537576 0.0556691 0.0568593 0.0572496 0.056829 0.0556541 0.053837 0.0515234 0.0488691 0.0460205 
8.33667 0.0245441 0.0269326 0.029554 0.0324058 0.0354712 0.0387131 0.0420679 0.0454409 0.0487047 0.0517033 0.0542645 0.0562211 0.0574363 0.0578282 0.0573856 0.0561683 0.0542938 0.0519141 0.0491911 0.046276 
8.41683 0.0245489 0.0269589 0.029608 0.0324949 0.0356036 0.0388973 0.0423123 0.0457522 0.0490863 0.0521536 0.0547758 0.0567787 0.0580195 0.0584129 0.0579476 0.0566867 0.0547532 0.0523059 0.0495129 0.0465303 
8.49699 0.0245517 0.0269831 0.0296599 0.0325818 0.0357339 0.03908 0.0425558 0.0460636 0.0494693 0.0526069 0.0552915 0.0573418 0.0586089 0.0590038 0.0585151 0.0572092 0.0552152 0.0526988 0.0498344 0.0467832 
8.57715 0.0245526 0.0270052 0.0297095 0.0326665 0.0358622 0.0392609 0.0427983 0.0463749 0.0498536 0.0530631 0.0558116 0.0579105 0.0592046 0.0596009 0.059088 0.0577359 0.0556799 0.0530927 0.0501555 0.0470347 
8.65731 0.0245516 0.0270251 0.0297568 0.0327488 0.0359883 0.0394401 0.0430397 0.0466863 0.0502392 0.0535221 0.0563361 0.058485 0.0598066 0.0602044 0.0596664 0.0582668 0.056147 0.0534875 0.0504762 0.0472847 
8.73747 0.0245487 0.027043 0.0298019 0.0328289 0.0361122 0.0396175 0.04328 0.0469975 0.0506261 0.053984 0.0568651 0.0590651 0.060415 0.0608141 0.0602504 0.0588018 0.0566168 0.0538833 0.0507964 0.0475332 
8.81764 0.0245438 0.0270587 0.0298447 0.0329066 0.0362339 0.039793 0.0435191 0.0473086 0.0510143 0.0544487 0.0573985 0.059651 0.06103 0.0614303 0.06084 0.059341 0.057089 0.0542799 0.0511161 0.0477801 
