K 18F 18.2F 18.4F 18.6F 18.8F 19F 19.2F 19.4F 19.6F 19.8F 20F 20.2F 20.4F 20.6F 20.8F 21F 21.2F 21.4F 21.6F 21.8F 22F 22.2F 22.4F 22.6F 22.8F 23F 23.2F 23.4F 23.6F 23.8F 24F 24.2F 24.4F 24.6F 24.8F 25F 25.2F 25.4F 25.6F 25.8F 26F 26.2F 26.4F 26.6F 26.8F 27F 27.2F 
0.801603 0.00574887 0.00617781 0.00664788 0.00716318 0.007728 0.00834669 0.00902352 0.00976238 0.0105665 0.0114378 0.0123766 0.0133806 0.0144438 0.0155563 0.0167025 0.0178613 0.0190055 0.0201027 0.0211167 0.0220106 0.0227496 0.0233056 0.0236595 0.0238042 0.0237447 0.0234967 0.0230848 0.0225383 0.0218887 0.0211666 0.0203998 0.019612 0.0188226 0.0180465 0.0172947 0.0165749 0.0158919 0.0152485 0.0146458 0.0140837 0.0135612 0.0130768 0.0126287 0.0122148 0.011833 0.0114811 0.0111569 
0.881764 0.00572225 0.00615167 0.00662262 0.00713934 0.00770622 0.00832779 0.00900849 0.00975242 0.010563 0.0114425 0.0123914 0.0134076 0.0144853 0.0156144 0.0167795 0.0179588 0.0191244 0.0202429 0.021277 0.022188 0.0229401 0.0235037 0.0238591 0.0239992 0.0239291 0.0236659 0.0232351 0.0226676 0.021996 0.021252 0.0204643 0.0196572 0.0188502 0.0180586 0.0172932 0.0165617 0.0158687 0.0152169 0.0146071 0.0140391 0.0135117 0.0130232 0.0125718 0.0121551 0.0117711 0.0114173 0.0110917 
0.961924 0.00569559 0.00612543 0.00659723 0.0071153 0.00768419 0.00830858 0.00899308 0.00974203 0.0105591 0.0114468 0.0124057 0.0134341 0.0145264 0.0156724 0.0168565 0.0180566 0.0192441 0.0203845 0.021439 0.0223677 0.0231331 0.0237044 0.0240614 0.0241965 0.0241157 0.0238368 0.0233867 0.0227975 0.0221035 0.0213373 0.0205285 0.0197017 0.0188772 0.0180699 0.017291 0.0165478 0.0158449 0.0151847 0.0145679 0.013994 0.0134618 0.0129694 0.0125147 0.0120954 0.0117092 0.0113537 0.0110266 
1.04208 0.00566887 0.0060991 0.00657169 0.00709106 0.00766191 0.00828905 0.0089773 0.0097312 0.0105547 0.0114505 0.0124195 0.0134602 0.0145671 0.0157302 0.0169337 0.0181549 0.0193647 0.0205273 0.0216028 0.0225495 0.0233285 0.0239078 0.0242663 0.0243964 0.0243045 0.0240094 0.0235394 0.0229282 0.0222113 0.0214225 0.0205922 0.0197457 0.0189033 0.0180804 0.0172879 0.0165331 0.0158204 0.0151519 0.0145282 0.0139486 0.0134116 0.0129154 0.0124575 0.0120356 0.0116473 0.0112901 0.0109617 
1.12224 0.0056421 0.00607268 0.00654601 0.00706663 0.00763936 0.00826919 0.00896113 0.00971993 0.0105497 0.0114536 0.0124328 0.0134858 0.0146075 0.0157878 0.0170108 0.0182536 0.019486 0.0206714 0.0217683 0.0227336 0.0235266 0.024114 0.024474 0.0245988 0.0244953 0.0241836 0.0236932 0.0230595 0.0223192 0.0215075 0.0206554 0.019789 0.0189287 0.0180901 0.017284 0.0165176 0.0157951 0.0151185 0.0144879 0.0139027 0.0133611 0.0128611 0.0124002 0.0119758 0.0115855 0.0112267 0.010897 
1.2024 0.00561529 0.00604617 0.00652018 0.007042 0.00761656 0.00824901 0.00894456 0.0097082 0.0105443 0.0114563 0.0124455 0.0135109 0.0146474 0.0158451 0.017088 0.0183526 0.0196081 0.0208168 0.0219356 0.0229198 0.0237271 0.0243229 0.0246843 0.0248036 0.0246883 0.0243594 0.0238481 0.0231913 0.0224273 0.0215922 0.0207181 0.0198316 0.0189534 0.018099 0.0172794 0.0165014 0.0157692 0.0150844 0.0144472 0.0138564 0.0133103 0.0128066 0.0123427 0.0119159 0.0115237 0.0111633 0.0108325 
1.28257 0.00558843 0.00601956 0.00649422 0.00701717 0.00759349 0.00822851 0.00892761 0.00969601 0.0105384 0.0114583 0.0124576 0.0135354 0.0146869 0.0159022 0.0171651 0.0184519 0.019731 0.0209634 0.0221047 0.0231083 0.0239302 0.0245345 0.0248974 0.025011 0.0248834 0.0245369 0.0240042 0.0233238 0.0225354 0.0216767 0.0207803 0.0198734 0.0189771 0.018107 0.0172738 0.0164844 0.0157426 0.0150498 0.0144059 0.0138097 0.0132592 0.0127519 0.0122851 0.011856 0.0114619 0.0111001 0.0107681 
1.36273 0.00556153 0.00599286 0.00646811 0.00699214 0.00757017 0.00820768 0.00891026 0.00968337 0.0105319 0.0114598 0.0124692 0.0135594 0.0147259 0.0159589 0.0172421 0.0185515 0.0198545 0.0211112 0.0222754 0.0232989 0.0241359 0.0247489 0.0251132 0.0252209 0.0250806 0.0247159 0.0241612 0.0234567 0.0226437 0.0217608 0.0208419 0.0199145 0.0190001 0.0181142 0.0172675 0.0164666 0.0157152 0.0150145 0.0143641 0.0137626 0.0132078 0.012697 0.0122274 0.011796 0.0114002 0.011037 0.0107039 
1.44289 0.00553457 0.00596608 0.00644187 0.00696692 0.00754658 0.00818652 0.00889251 0.00967025 0.0105249 0.0114608 0.0124802 0.0135828 0.0147644 0.0160153 0.0173191 0.0186513 0.0199788 0.0212602 0.022448 0.0234918 0.0243442 0.024966 0.0253318 0.0254333 0.0252799 0.0248966 0.0243194 0.0235902 0.022752 0.0218446 0.0209029 0.0199548 0.0190221 0.0181204 0.0172602 0.016448 0.0156871 0.0149786 0.0143218 0.0137151 0.013156 0.0126418 0.0121695 0.011736 0.0113385 0.010974 0.0106398 
1.52305 0.00550758 0.00593921 0.00641548 0.00694149 0.00752274 0.00816503 0.00887437 0.00965667 0.0105174 0.0114611 0.0124905 0.0136056 0.0148024 0.0160714 0.017396 0.0187514 0.0201037 0.0214104 0.0226222 0.0236869 0.0245551 0.025186 0.0255532 0.0256483 0.0254814 0.0250788 0.0244785 0.0237241 0.0228602 0.0219281 0.0209632 0.0199944 0.0190433 0.0181257 0.0172521 0.0164286 0.0156583 0.0149421 0.014279 0.0136672 0.013104 0.0125865 0.0121115 0.011676 0.0112768 0.010911 0.0105759 
1.60321 0.00548054 0.00591224 0.00638896 0.00691588 0.00749864 0.00814322 0.00885582 0.00964261 0.0105094 0.0114609 0.0125003 0.0136279 0.0148399 0.016127 0.0174727 0.0188517 0.0202293 0.0215618 0.0227981 0.0238843 0.0247686 0.0254088 0.0257773 0.0258658 0.0256849 0.0252627 0.0246386 0.0238585 0.0229684 0.0220111 0.0210229 0.020033 0.0190636 0.0181301 0.0172431 0.0164083 0.0156288 0.0149049 0.0142357 0.0136188 0.0130516 0.0125309 0.0120534 0.0116159 0.0112152 0.0108482 0.0105123 
1.68337 0.00545346 0.0058852 0.0063623 0.00689007 0.00747427 0.00812107 0.00883686 0.00962807 0.0105007 0.01146 0.0125094 0.0136494 0.0148768 0.0161822 0.0175492 0.0189521 0.0203555 0.0217143 0.0229758 0.0240839 0.0249848 0.0256344 0.0260043 0.0260858 0.0258906 0.025448 0.0247997 0.0239932 0.0230766 0.0220937 0.0210818 0.0200708 0.0190829 0.0181336 0.0172331 0.0163873 0.0155985 0.0148672 0.0141918 0.0135701 0.0129989 0.0124751 0.0119952 0.0115558 0.0111536 0.0107856 0.0104487 
1.76353 0.00542634 0.00585807 0.00633551 0.00686407 0.00744965 0.0080986 0.00881751 0.00961305 0.0104916 0.0114586 0.0125178 0.0136704 0.0149131 0.016237 0.0176255 0.0190527 0.0204823 0.021868 0.0231552 0.0242857 0.0252036 0.0258629 0.0262341 0.0263084 0.0260984 0.0256349 0.0249617 0.0241283 0.0231846 0.0221757 0.02114 0.0201077 0.0191012 0.0181361 0.0172223 0.0163653 0.0155675 0.0148287 0.0141474 0.0135209 0.012946 0.0124192 0.0119369 0.0114957 0.0110921 0.010723 0.0103854 
1.84369 0.00539918 0.00583086 0.00630858 0.00683787 0.00742478 0.00807579 0.00879774 0.00959755 0.0104819 0.0114565 0.0125256 0.0136907 0.0149488 0.0162913 0.0177016 0.0191534 0.0206097 0.0220228 0.0233363 0.0244897 0.025425 0.0260943 0.0264668 0.0265336 0.0263082 0.0258233 0.0251246 0.0242637 0.0232924 0.0222573 0.0211975 0.0201437 0.0191186 0.0181376 0.0172105 0.0163426 0.0155358 0.0147897 0.0141025 0.0134713 0.0128927 0.012363 0.0118785 0.0114355 0.0110306 0.0106605 0.0103222 
1.92385 0.00537198 0.00580357 0.00628152 0.00681149 0.00739965 0.00805266 0.00877757 0.00958155 0.0104716 0.0114538 0.0125327 0.0137103 0.0149839 0.0163452 0.0177774 0.0192542 0.0207376 0.0221786 0.0235191 0.024696 0.0256492 0.0263286 0.0267023 0.0267614 0.0265202 0.0260132 0.0252883 0.0243994 0.0234001 0.0223382 0.0212541 0.0201787 0.0191349 0.0181381 0.0171978 0.016319 0.0155033 0.0147501 0.0140571 0.0134214 0.0128391 0.0123066 0.0118199 0.0113753 0.0109692 0.0105982 0.0102592 
2.00401 0.00534475 0.0057762 0.00625434 0.00678492 0.00737427 0.00802921 0.008757 0.00956508 0.0104607 0.0114504 0.0125392 0.0137292 0.0150183 0.0163984 0.017853 0.019355 0.0208661 0.0223356 0.0237035 0.0249046 0.025876 0.0265657 0.0269407 0.0269917 0.0267343 0.0262046 0.0254529 0.0245354 0.0235075 0.0224186 0.0213098 0.0202127 0.0191502 0.0181376 0.0171842 0.0162946 0.0154701 0.0147098 0.0140112 0.013371 0.0127853 0.0122501 0.0117613 0.0113151 0.0109078 0.010536 0.0101964 
2.08417 0.00531749 0.00574875 0.00622703 0.00675817 0.00734863 0.00800543 0.00873602 0.00954811 0.0104493 0.0114464 0.0125449 0.0137474 0.0150521 0.0164512 0.0179282 0.0194559 0.020995 0.0224936 0.0238897 0.0251154 0.0261056 0.0268059 0.027182 0.0272247 0.0269505 0.0263975 0.0256183 0.0246716 0.0236146 0.0224983 0.0213647 0.0202457 0.0191645 0.0181361 0.0171696 0.0162692 0.0154361 0.0146689 0.0139648 0.0133202 0.0127311 0.0121933 0.0117026 0.0112549 0.0108465 0.0104739 0.0101338 
2.16433 0.00529019 0.00572123 0.00619959 0.00673124 0.00732275 0.00798132 0.00871463 0.00953065 0.0104373 0.0114418 0.0125499 0.0137648 0.0150852 0.0165034 0.018003 0.0195567 0.0211244 0.0226527 0.0240775 0.0253286 0.0263379 0.027049 0.0274263 0.0274603 0.0271687 0.0265918 0.0257845 0.0248079 0.0237214 0.0225774 0.0214186 0.0202777 0.0191777 0.0181336 0.017154 0.0162431 0.0154014 0.0146273 0.0139179 0.0132691 0.0126767 0.0121364 0.0116437 0.0111946 0.0107852 0.0104119 0.0100713 
2.24449 0.00526287 0.00569364 0.00617204 0.00670412 0.00729662 0.0079569 0.00869284 0.0095127 0.0104247 0.0114365 0.0125542 0.0137815 0.0151175 0.0165549 0.0180775 0.0196576 0.0212542 0.0228128 0.0242669 0.0255439 0.0265729 0.0272951 0.0276735 0.0276985 0.0273891 0.0267875 0.0259515 0.0249444 0.0238279 0.0226557 0.0214717 0.0203087 0.0191898 0.01813 0.0171375 0.0162161 0.015366 0.0145852 0.0138704 0.0132176 0.012622 0.0120793 0.0115848 0.0111344 0.010724 0.01035 0.0100091 
2.32465 0.00523552 0.00566598 0.00614437 0.00667683 0.00727025 0.00793215 0.00867065 0.00949426 0.0104115 0.0114305 0.0125578 0.0137975 0.0151491 0.0166058 0.0181515 0.0197583 0.0213844 0.0229739 0.0244581 0.0257616 0.0268107 0.0275442 0.0279236 0.0279394 0.0276115 0.0269847 0.0261191 0.025081 0.0239339 0.0227333 0.0215237 0.0203385 0.0192008 0.0181253 0.01712 0.0161882 0.0153298 0.0145424 0.0138225 0.0131657 0.0125671 0.012022 0.0115258 0.0110741 0.0106629 0.0102883 0.00994699 
2.40481 0.00520815 0.00563826 0.00611658 0.00664937 0.00724364 0.00790709 0.00864806 0.00947532 0.0103978 0.0114238 0.0125606 0.0138126 0.01518 0.0166561 0.0182251 0.0198589 0.0215151 0.0231359 0.0246509 0.0259815 0.0270513 0.0277964 0.0281768 0.0281829 0.027836 0.0271832 0.0262875 0.0252177 0.0240395 0.0228101 0.0215748 0.0203673 0.0192107 0.0181196 0.0171015 0.0161595 0.0152929 0.0144991 0.0137741 0.0131134 0.0125118 0.0119645 0.0114667 0.0110139 0.0106018 0.0102267 0.0098851 
2.48497 0.00518075 0.00561047 0.00608868 0.00662174 0.00721679 0.00788172 0.00862507 0.0094559 0.0103834 0.0114165 0.0125627 0.013827 0.0152101 0.0167057 0.0182983 0.0199594 0.021646 0.023299 0.0248453 0.0262037 0.0272946 0.0280516 0.028433 0.0284291 0.0280626 0.0273831 0.0264565 0.0253543 0.0241447 0.022886 0.0216248 0.0203949 0.0192195 0.0181128 0.0170821 0.0161299 0.0152552 0.0144551 0.0137253 0.0130607 0.0124563 0.0119069 0.0114076 0.0109536 0.0105408 0.0101653 0.0098234 
2.56513 0.00515333 0.00558263 0.00606067 0.00659394 0.00718971 0.00785604 0.00860168 0.00943599 0.0103685 0.0114085 0.012564 0.0138406 0.0152394 0.0167546 0.0183709 0.0200598 0.0217773 0.0234629 0.0250413 0.0264283 0.0275408 0.0283099 0.0286922 0.0286779 0.0282913 0.0275843 0.0266261 0.025491 0.0242493 0.0229612 0.0216737 0.0204214 0.0192272 0.0181049 0.0170617 0.0160994 0.0152168 0.0144105 0.0136759 0.0130077 0.0124006 0.0118492 0.0113483 0.0108934 0.0104799 0.010104 0.0097619 
2.64529 0.0051259 0.00555472 0.00603255 0.00656598 0.0071624 0.00783005 0.0085779 0.00941559 0.010353 0.0113998 0.0125646 0.0138534 0.0152679 0.0168028 0.018443 0.0201599 0.0219089 0.0236278 0.025239 0.0266551 0.0277899 0.0285713 0.0289545 0.0289294 0.028522 0.0277869 0.0267963 0.0256276 0.0243534 0.0230354 0.0217216 0.0204467 0.0192336 0.018096 0.0170403 0.0160681 0.0151777 0.0143654 0.0136261 0.0129544 0.0123446 0.0117912 0.0112891 0.0108332 0.0104191 0.0100428 0.00970059 
2.72545 0.00509845 0.00552676 0.00600433 0.00653786 0.00713486 0.00780375 0.00855373 0.0093947 0.0103369 0.0113905 0.0125644 0.0138653 0.0152955 0.0168502 0.0185145 0.0202598 0.0220407 0.0237936 0.0254382 0.0268842 0.0280418 0.0288359 0.0292198 0.0291836 0.0287548 0.0279908 0.0269671 0.0257641 0.0244569 0.0231087 0.0217683 0.0204708 0.0192389 0.0180859 0.0170179 0.0160359 0.0151379 0.0143196 0.0135758 0.0129007 0.0122884 0.0117332 0.0112297 0.010773 0.0103584 0.00998179 0.00963948 
2.80561 0.00507099 0.00549875 0.00597601 0.00650958 0.0071071 0.00777715 0.00852917 0.00937333 0.0103202 0.0113804 0.0125634 0.0138764 0.0153223 0.0168968 0.0185854 0.0203594 0.0221728 0.0239602 0.0256391 0.0271157 0.0282965 0.0291036 0.0294883 0.0294406 0.0289896 0.0281959 0.0271384 0.0259005 0.0245598 0.023181 0.0218139 0.0204937 0.019243 0.0180747 0.0169945 0.0160029 0.0150973 0.0142733 0.0135251 0.0128467 0.0122319 0.011675 0.0111703 0.0107128 0.0102977 0.00992092 0.00957857 
2.88577 0.00504352 0.00547069 0.0059476 0.00648115 0.00707912 0.00775026 0.00850423 0.00935147 0.010303 0.0113697 0.0125617 0.0138867 0.0153482 0.0169427 0.0186558 0.0204588 0.022305 0.0241277 0.0258415 0.0273494 0.0285542 0.0293745 0.0297599 0.0297002 0.0292265 0.0284024 0.0273101 0.0260367 0.0246619 0.0232523 0.0218583 0.0205154 0.0192459 0.0180625 0.0169701 0.015969 0.0150561 0.0142264 0.0134739 0.0127923 0.0121752 0.0116167 0.0111109 0.0106526 0.0102372 0.0098602 0.00951786 
2.96593 0.00501605 0.00544258 0.0059191 0.00645257 0.00705093 0.00772308 0.0084789 0.00932914 0.0102851 0.0113583 0.0125591 0.0138961 0.0153733 0.0169877 0.0187254 0.0205578 0.0224375 0.024296 0.0260456 0.0275855 0.0288148 0.0296486 0.0300346 0.0299625 0.0294654 0.02861 0.0274824 0.0261727 0.0247634 0.0233226 0.0219016 0.0205358 0.0192477 0.0180491 0.0169447 0.0159342 0.0150141 0.0141789 0.0134222 0.0127376 0.0121184 0.0115582 0.0110514 0.0105925 0.0101767 0.00979964 0.00945735 
3.04609 0.00498857 0.00541443 0.0058905 0.00642385 0.00702252 0.00769561 0.0084532 0.00930633 0.0102667 0.0113461 0.0125558 0.0139046 0.0153975 0.0170318 0.0187944 0.0206565 0.02257 0.0244651 0.0262511 0.0278239 0.0290783 0.029926 0.0303125 0.0302276 0.0297064 0.0288189 0.027655 0.0263084 0.0248641 0.0233918 0.0219436 0.020555 0.0192481 0.0180346 0.0169184 0.0158987 0.0149714 0.0141308 0.0133702 0.0126826 0.0120612 0.0114997 0.0109919 0.0105324 0.0101164 0.00973923 0.00939705 
3.12625 0.00496108 0.00538625 0.00586182 0.00639498 0.00699391 0.00766785 0.00842712 0.00928304 0.0102477 0.0113333 0.0125516 0.0139123 0.0154207 0.0170751 0.0188627 0.0207548 0.0227027 0.0246349 0.0264583 0.0280646 0.0293448 0.0302067 0.0305936 0.0304955 0.0299494 0.0290289 0.027828 0.0264439 0.0249641 0.02346 0.0219843 0.0205729 0.0192474 0.0180189 0.016891 0.0158622 0.0149281 0.0140822 0.0133177 0.0126273 0.0120039 0.011441 0.0109324 0.0104724 0.0100561 0.00967899 0.00933696 
3.20641 0.0049336 0.00535802 0.00583306 0.00636598 0.00696509 0.00763981 0.00840068 0.00925929 0.0102281 0.0113198 0.0125467 0.013919 0.015443 0.0171175 0.0189302 0.0208526 0.0228354 0.0248055 0.0266669 0.0283077 0.0296142 0.0304906 0.0308779 0.0307661 0.0301944 0.0292401 0.0280014 0.026579 0.0250632 0.023527 0.0220238 0.0205895 0.0192454 0.0180022 0.0168627 0.015825 0.014884 0.0140331 0.0132648 0.0125717 0.0119464 0.0113822 0.0108728 0.0104124 0.009996 0.00961891 0.00927709 
3.28657 0.00490612 0.00532977 0.00580422 0.00633685 0.00693608 0.0076115 0.00837387 0.00923507 0.0102079 0.0113056 0.0125409 0.0139249 0.0154644 0.017159 0.018997 0.02095 0.0229682 0.0249769 0.0268771 0.0285531 0.0298866 0.0307779 0.0311655 0.0310395 0.0304414 0.0294525 0.0281751 0.0267137 0.0251614 0.0235928 0.022062 0.0206048 0.0192422 0.0179843 0.0168334 0.0157869 0.0148393 0.0139834 0.0132115 0.0125158 0.0118887 0.0113234 0.0108132 0.0103525 0.00993598 0.009559 0.00921742 
3.36673 0.00487865 0.00530148 0.00577531 0.00630759 0.00690688 0.00758292 0.0083467 0.00921039 0.0101871 0.0112907 0.0125344 0.0139298 0.0154848 0.0171996 0.019063 0.0210469 0.0231009 0.0251489 0.0270888 0.0288008 0.030162 0.0310685 0.0314563 0.0313156 0.0306904 0.0296659 0.028349 0.026848 0.0252588 0.0236574 0.0220988 0.0206187 0.0192377 0.0179653 0.0168031 0.015748 0.0147939 0.0139332 0.0131578 0.0124596 0.0118309 0.0112644 0.0107536 0.0102926 0.00987608 0.00949926 0.00915798 
3.44689 0.00485118 0.00527317 0.00574633 0.00627821 0.00687749 0.00755408 0.00831918 0.00918525 0.0101658 0.0112751 0.012527 0.0139339 0.0155042 0.0172392 0.0191281 0.0211433 0.0232337 0.0253215 0.027302 0.0290509 0.0304405 0.0313625 0.0317505 0.0315946 0.0309414 0.0298805 0.0285232 0.0269818 0.0253552 0.0237209 0.0221343 0.0206313 0.019232 0.0179452 0.0167718 0.0157083 0.0147478 0.0138824 0.0131037 0.0124031 0.0117728 0.0112054 0.0106941 0.0102328 0.00981631 0.00943969 0.00909875 
3.52705 0.00482373 0.00524483 0.00571728 0.00624871 0.00684791 0.00752498 0.00829131 0.00915965 0.0101439 0.0112588 0.0125188 0.013937 0.0155227 0.0172778 0.0191924 0.0212391 0.0233664 0.0254949 0.0275167 0.0293033 0.030722 0.0316599 0.0320479 0.0318763 0.0311944 0.0300961 0.0286975 0.0271152 0.0254506 0.023783 0.0221685 0.0206426 0.019225 0.0179239 0.0167396 0.0156677 0.0147011 0.0138312 0.0130492 0.0123464 0.0117146 0.0111463 0.0106345 0.0101731 0.00975666 0.00938031 0.00903974 
3.60721 0.0047963 0.00521648 0.00568817 0.00621909 0.00681816 0.00749562 0.00826309 0.00913361 0.0101215 0.0112418 0.0125098 0.0139392 0.0155401 0.0173154 0.0192559 0.0213343 0.023499 0.0256688 0.0277329 0.0295581 0.0310066 0.0319608 0.0323488 0.0321609 0.0314493 0.0303127 0.028872 0.027248 0.025545 0.0238439 0.0222012 0.0206525 0.0192168 0.0179015 0.0167064 0.0156264 0.0146537 0.0137794 0.0129943 0.0122894 0.0116563 0.0110871 0.0105749 0.0101134 0.00969715 0.0093211 0.00898096 
3.68737 0.00476888 0.0051881 0.005659 0.00618936 0.00678824 0.00746601 0.00823453 0.00910712 0.0100984 0.0112241 0.0124999 0.0139404 0.0155565 0.017352 0.0193184 0.0214289 0.0236314 0.0258432 0.0279504 0.0298153 0.0312943 0.0322651 0.032653 0.0324482 0.0317062 0.0305303 0.0290466 0.0273802 0.0256383 0.0239034 0.0222326 0.020661 0.0192072 0.017878 0.0166722 0.0155842 0.0146057 0.0137272 0.0129391 0.0122322 0.0115978 0.0110279 0.0105154 0.0100539 0.00963778 0.00926208 0.0089224 
